Year,Plot,Achmi,Agrsm,Amoca,Petca,Andge,Asctu,Elyca,Koecr,Lesca,Liaas,Luppe,Monfi,Solri,Panvi,Petpu,Poapr,Schsc,Sornu,AbvBioAnnProd
2004,X70,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,275.213
2004,X74,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,196.95
2004,X75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,114.599
2004,X81,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,137.967
2004,X82,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,414.379
2004,X83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,191.719
2004,X87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.163
2004,X89,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,328.395
2004,X92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.631
2004,X93,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,299.204
2004,X94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189.096
2004,X98,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,345.96
2004,X104,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,300.214
2004,X107,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,208.821
2004,X108,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,295.779
2004,X109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63.81
2004,X110,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,381.312
2004,X111,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,236.752
2004,X115,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,67.625
2004,X117,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,392.104
2004,X118,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,91.069
2004,X125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,126.762
2004,X127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,261.428
2004,X129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,153.637
2004,X130,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,213.987
2004,X133,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,186.421
2004,X135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85.008
2004,X136,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,444.205
2004,X137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.692
2004,X138,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,243.7
2004,X139,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,336.354
2004,X142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114.05
2004,X146,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,200.937
2004,X149,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,323.773
2004,X151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.401
2004,X153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.902
2004,X156,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,179.039
2004,X157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.971
2004,X160,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,248.693
2004,X161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.207
2004,X163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73.634
2004,X164,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,366.947
2004,X165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,71.191
2004,X167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,199.133
2004,X168,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,140.729
2004,X169,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,472.983
2004,X170,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,226.404
2004,X171,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,461.425
2004,X174,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,332.553
2004,X175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,397.013
2004,X176,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,204.024
2004,X177,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,156.932
2004,X178,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,273.012
2004,X185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97.121
2004,X186,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,418.089
2004,X189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.858
2004,X190,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,199.788
2004,X193,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,491.65
2004,X197,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,131.497
2004,X199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,450.198
2004,X201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,235.692
2004,X202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,453.084
2004,X205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.346
2004,X206,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,387.713
2004,X208,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,461.171
2004,X210,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,353.038
2004,X211,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,243.95
2004,X213,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,174.963
2004,X220,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,310.491
2004,X221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.366
2004,X223,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,247.48
2004,X224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.939
2004,X225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,144.715
2004,X227,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,411.792
2004,X229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,114.904
2004,X230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,97.613
2004,X232,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,483.996
2004,X233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,246.676
2004,X234,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,407.021
2004,X235,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,407.405
2004,X236,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,269.329
2004,X237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58.362
2004,X239,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,474.264
2004,X242,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,346.683
2004,X253,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,372.036
2004,X255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.257
2004,X256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.243
2004,X257,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,362.143
2004,X259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,282.354
2004,X265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174.475
2004,X266,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,202.137
2004,X267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,215.208
2004,X268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,89.406
2004,X273,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,494.457
2004,X278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,56.679
2004,X280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69.118
2004,X282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71.937
2004,X283,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,64.858
2004,X286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,165.195
2004,X287,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,72.762
2004,X290,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,190.754
2004,X291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93.529
2004,X292,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,388.075
2004,X293,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,451.569
2004,X296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.286
2004,X299,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,442.56
2004,X300,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,426.142
2004,X301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,328.334
2004,X302,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,528.496
2004,X303,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,384.358
2004,X304,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98.683
2004,X307,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,386.04
2004,X308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89.823
2004,X311,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,136.596
2004,X313,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,457.09
2004,X318,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,323.899
2004,X322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59.156
2004,X324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,60.152
2004,X325,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,156.237
2004,X328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,430.758
2004,X329,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,318.264
2004,X330,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,119.783
2004,X331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,320.396
2004,X333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.321
2004,X334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48.746
2004,X335,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106.542
2004,X336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,385.506
2004,X338,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,172.171
2004,X339,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,369.13
2004,X342,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,403.871
2005,X2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131.135
2005,X3,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,114.641
2005,X5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96.126
2005,X6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,44.429
2005,X9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,301.375
2005,X11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.376
2005,X12,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,316.774
2005,X14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,92.514
2005,X15,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,170.583
2005,X16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.058
2005,X20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.91
2005,X22,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,182.548
2005,X24,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,54.369
2005,X26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,125.354
2005,X27,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,253.63
2005,X28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,166.414
2005,X29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.42
2005,X30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,286.359
2005,X31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.967
2005,X32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.341
2005,X33,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,149.974
2005,X34,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,218.368
2005,X35,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,196.585
2005,X44,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,157.045
2005,X45,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,144.75
2005,X46,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,324.934
2005,X48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,165.703
2005,X50,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,203.608
2005,X53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,106.051
2005,X56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,187.003
2005,X57,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,210.134
2005,X58,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,59.76
2005,X62,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,210.3
2005,X67,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,396.458
2005,X68,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,349.599
2005,X69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.681
2005,X70,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,354.268
2005,X74,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,174.928
2005,X75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,114.566
2005,X81,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,128.125
2005,X82,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,211.08
2005,X83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,89.009
2005,X87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.971
2005,X89,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,333.332
2005,X92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93.255
2005,X93,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,195.417
2005,X94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133.597
2005,X98,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,369.22
2005,X104,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,227.806
2005,X107,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,220.372
2005,X108,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,363.895
2005,X109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.18
2005,X110,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,268.635
2005,X111,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,321.074
2005,X115,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,86.371
2005,X117,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,143.168
2005,X118,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,122.818
2005,X125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,161.6
2005,X127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,281.72
2005,X129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,142.434
2005,X130,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,176.318
2005,X133,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,205.329
2005,X135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.673
2005,X136,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,361.167
2005,X137,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.11
2005,X138,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,169.616
2005,X139,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,205.246
2005,X142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70.948
2005,X146,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,251.401
2005,X149,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,327.958
2005,X151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.639
2005,X153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.208
2005,X156,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,238.543
2005,X157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.075
2005,X160,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,191.858
2005,X161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.999
2005,X163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.9
2005,X164,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,284.032
2005,X165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,96.877
2005,X167,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,106.712
2005,X168,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,85.21
2005,X169,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,391.165
2005,X170,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,221.993
2005,X171,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,124.436
2005,X174,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,418.408
2005,X175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,231.656
2005,X176,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,211.004
2005,X177,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,222.247
2005,X178,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,296.669
2005,X185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63.396
2005,X186,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,410.199
2005,X189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45.334
2005,X190,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,120.922
2005,X193,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,478.133
2005,X197,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,188.168
2005,X199,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,359.045
2005,X201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,395.767
2005,X202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,487.915
2005,X205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116.396
2005,X206,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,401.555
2005,X208,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,405.252
2005,X210,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,245.154
2005,X211,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,216.303
2005,X213,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,222.439
2005,X220,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,277.119
2005,X221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.218
2005,X223,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,97.199
2005,X224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68.254
2005,X225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,110.404
2005,X227,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,361.062
2005,X229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,92.07
2005,X230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148.444
2005,X232,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,340.791
2005,X233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,186.211
2005,X234,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,214.958
2005,X235,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,376.942
2005,X236,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,300.846
2005,X237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44.438
2005,X239,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,473.208
2005,X242,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,321.586
2005,X253,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,328.328
2005,X255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.38
2005,X256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.757
2005,X257,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,363.219
2005,X259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,265.945
2005,X265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157.796
2005,X266,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,198.196
2005,X267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,297.982
2005,X268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98.783
2005,X273,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,585.256
2005,X278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,46.283
2005,X280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68.669
2005,X282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.906
2005,X283,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,63.406
2005,X286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,142.308
2005,X287,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,40.347
2005,X290,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,95.69
2005,X291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53.058
2005,X292,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,493.859
